id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,pymnt_plan,purpose,title,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,recoveries,collection_recovery_fee,policy_code,tot_cur_bal,total_rev_hi_lim
116,18000,18000,18000, 36 months,7.69,561.49,A,A4,"VP, Equity Research Sales",3 years,RENT,300000,n,credit_card,Credit card refinancing,NY,6.89,1,Aug-2003,0,13,0,11237,74.4,27,w,10508.2,10508.2,0,0,1,139116,15100
117,9925,9925,9925, 36 months,14.09,339.65,B,B5,Perfect Foods Research,10+ years,RENT,72000,n,debt_consolidation,clean-up,CA,13.62,0,Aug-2005,0,21,0,10481,57.6,29,f,0,0,477.21,4.59,1,26710,18200
118,28000,28000,28000, 36 months,14.31,961.2,C,C4,Project Manager,10+ years,MORTGAGE,80000,n,credit_card,Credit card refinancing,AL,18.17,0,Mar-1994,0,12,0,32136,71.3,34,f,0,0,0,0,1,312276,45100
119,20000,20000,20000, 36 months,7.12,618.64,A,A3,,n/a,MORTGAGE,44600,n,debt_consolidation,Debt consolidation,CA,21.85,0,Jan-1991,2,11,0,19651,61.2,20,w,11084.79,11084.79,0,0,1,30559,32100
120,18825,18825,18800, 60 months,22.95,530.15,F,F1,Life Fitness,8 years,RENT,48000,n,debt_consolidation,Debt,IL,27.05,0,Feb-1993,2,16,0,21793,52.8,29,f,0,0,1997.89,354.6936,1,,
121,20000,20000,20000, 60 months,7.89,404.48,A,A5,,n/a,OWN,49000,n,debt_consolidation,Debt consolidation,GA,8.44,1,Oct-1998,0,19,0,8439,6.2,48,w,20000,20000,0,0,1,10002,135100
122,21000,21000,20975, 36 months,11.67,694.2,B,B4,Sales/Design,< 1 year,RENT,85000,n,debt_consolidation,Debt consolidation,CA,21.65,0,Oct-2003,0,10,0,16226,85.4,23,f,14803.95,14786.33,0,0,1,56981,19000
123,35000,35000,35000, 60 months,13.98,814.03,C,C1,Specialty Pharmacy Account Executive,< 1 year,MORTGAGE,90000,n,debt_consolidation,Debt consolidation,MD,18.23,0,Mar-1987,1,9,0,36328,52.2,18,w,0,0,0,0,1,361330,69600
124,5000,5000,5000, 36 months,13.66,170.07,C,C3,tile setter,10+ years,RENT,35000,n,medical,Medical expenses,MN,5.42,0,Jan-1986,0,15,0,5119,77.6,16,w,3553.84,3553.84,0,0,1,50867,6600
125,30000,30000,30000, 60 months,24.99,880.37,F,F4,Driver,8 years,RENT,100000,n,debt_consolidation,Debt consolidation,NY,14.46,0,Jul-2002,3,15,0,4706,19.2,26,w,0,0,0,0,1,48597,24500
126,20000,20000,20000, 36 months,12.49,668.98,B,B4,Maintenance ,1 year,MORTGAGE,46000,n,credit_card,Credit card refinancing,PA,26.38,2,Feb-2001,1,9,0,21093,94.2,20,w,0,0,0,0,1,117374,22400
127,5000,5000,5000, 36 months,19.72,185.11,D,D5,,n/a,MORTGAGE,85684,n,other,New window coverings and frenchdoor ,CA,21.76,1,Jan-1986,5,9,0,9486,54.3,25,w,1049.27,1049.27,0,0,1,105978,17466
128,14000,14000,14000, 36 months,12.69,469.63,C,C2,Sales,3 years,RENT,48000,n,debt_consolidation,Debt consolidation,CA,23.18,0,Jun-1990,0,10,1,5602,43.4,23,f,0,0,0,0,1,17196,12900
129,12975,12975,12975, 60 months,16.29,317.53,D,D2,Contract and Compensation,9 years,MORTGAGE,80000,n,debt_consolidation,Debt consolidation,CA,4.26,0,Nov-2003,1,13,0,9747,34.4,26,w,10467.1,10467.1,0,0,1,9747,28300
130,10000,10000,10000, 36 months,10.99,327.34,B,B3,,n/a,MORTGAGE,25000,n,credit_card,Credit card refinancing,AZ,21.89,0,Dec-1990,1,9,0,13965,49.3,20,f,6495.54,6495.54,0,0,1,52578,28300
131,14000,14000,14000, 36 months,17.58,503.19,D,D4,Stat of New Jersey,10+ years,MORTGAGE,85000,n,debt_consolidation,Debt Consolidation,NJ,19.21,0,Jan-1984,3,12,0,26889,84.6,33,f,0,0,3635.92,618.1064,1,,
132,15875,15875,15850, 36 months,7.9,496.74,A,A4,Bank of America,3 years,MORTGAGE,40000,n,debt_consolidation,Consolidating to Save Money,PA,18.96,0,Dec-2000,0,12,0,19029,41.5,22,f,0,0,751.43,7.4,1,,
133,8000,8000,8000, 36 months,13.49,271.45,C,C1,hyatt regency,< 1 year,RENT,23000,n,debt_consolidation,Debt Consolidation Loan,GA,7.62,0,Dec-2004,0,5,0,5582,94.6,7,f,0,0,361.84,3.47,1,,
134,24000,24000,24000, 36 months,18.25,870.68,D,D3,credit risk account manager,< 1 year,RENT,66000,n,debt_consolidation,Debt consolidation,MN,10.1,0,Jan-1994,1,7,0,16952,83.5,17,f,13619.98,13619.98,0,0,1,16952,20300
135,7000,7000,7000, 36 months,17.77,252.26,D,D1,four season maui,10+ years,RENT,40000,n,debt_consolidation,debt loan,HI,32.91,0,Oct-2001,1,11,0,15721,62.2,20,f,0,0,0,0,1,29308,25281
136,13200,13200,13200, 60 months,25.8,393.66,G,G1,Insurance and Contract Ass.,< 1 year,MORTGAGE,30000,n,credit_card,Credit card refinancing,FL,24.64,0,Mar-1986,0,10,0,19932,77.3,27,w,0,0,1951.08,351.1944,1,171335,25800
137,28325,28325,28325, 36 months,15.31,986.21,C,C4,CT Tech,10+ years,MORTGAGE,90000,n,credit_card,Credit card refinancing,CA,15.2,1,Jan-1996,0,15,0,30249,69.5,37,w,0,0,3197.05,575.469,1,283138,43500
138,30000,30000,30000, 36 months,18.75,1095.9,D,D3,"Sotera Defense Solutions, Inc.",3 years,MORTGAGE,90000,n,moving,Quick Moving Loan,MD,18.49,0,Mar-1999,1,9,0,14906,60.8,18,w,0,0,0,0,1,392353,24500
139,2750,2750,2750, 36 months,16.59,97.49,D,D1,,n/a,OWN,17608.52,n,debt_consolidation,Debt consolidation,IL,16.91,0,Dec-1998,2,6,1,3130,64,19,f,0,0,0,0,1,6592,4900
140,9750,9750,9750, 36 months,10.16,315.34,B,B1,Five Star Quality Care,2 years,MORTGAGE,41600,n,debt_consolidation,Debt consolidation,CO,9.78,0,May-1996,1,4,0,4150,84.7,11,f,1241.66,1241.66,0,0,1,75307,4900
141,10000,10000,10000, 36 months,7.69,311.94,A,A4,Physical Therapist,10+ years,MORTGAGE,62000,n,debt_consolidation,Debt consolidation,NY,12.66,0,Dec-1983,0,8,0,9835,53.5,18,w,6110.65,6110.65,0,0,1,184715,18400
142,24000,24000,24000, 60 months,17.27,599.96,C,C5,XO Communications,< 1 year,RENT,80000,n,credit_card,Credit Card Refinance,IL,28.72,0,Mar-2001,0,12,0,34026,82.8,25,w,0,0,2846.95,28.4695,1,58841,41100
143,28000,28000,28000, 36 months,14.64,965.71,C,C3,,n/a,MORTGAGE,80000,n,debt_consolidation,Debt consolidation,MI,30.65,0,Oct-1993,5,11,1,16612,67.3,27,w,0,0,3661.74,659.1132,1,178547,24700
144,8000,8000,8000, 60 months,25.28,236.13,F,F5,Columbus colony nursing skilled facility,10+ years,RENT,35000,n,other,Consolidation loan,OH,22.6,0,Sep-2000,2,5,0,576,13.7,22,f,0,0,997.68,179.5824,1,19790,4200
145,24000,24000,24000, 60 months,15.61,578.68,D,D1,instrument journeymen,8 years,MORTGAGE,80000,n,debt_consolidation,Debt consolidation,LA,18.47,0,Aug-1991,1,9,0,19063,65.1,26,w,20869.37,20869.37,0,0,1,277480,29300
146,10000,10000,10000, 36 months,14.47,344.07,C,C2,Superviso,10+ years,RENT,85000,n,debt_consolidation,Debt consolidation,OH,25.54,0,Jul-1990,1,7,0,21513,96,28,f,0,0,1180.75,212.535,1,49512,22500
147,25000,25000,24783.41936, 60 months,16.49,614.48,D,D3,DHHS- Indian Health Service,10+ years,MORTGAGE,98000,n,credit_card,Release 2011,DC,15.82,0,Dec-1992,0,10,0,40994,79.3,30,f,0,0,0,0,1,,
148,22400,22400,22400, 60 months,13.68,517.51,C,C1,Starr Insurance Holdings,10+ years,MORTGAGE,124000,n,credit_card,Credit Card,CA,10.18,0,Sep-2002,1,6,1,27113,87.5,10,f,14170.5,14170.5,0,0,1,559308,31000
149,6000,6000,6000, 36 months,17.14,214.34,D,D4,,n/a,RENT,21221,n,house,Home buying,FL,36.93,1,Sep-2004,1,5,0,3070,32.7,17,f,0,0,0,0,1,3070,9400
150,12000,12000,12000, 36 months,16.78,426.52,C,C5,Grove DentalClinic,2 years,RENT,120000,n,debt_consolidation,Cons. 2,VA,14.43,0,Jan-2002,1,13,0,19908,97.6,24,f,0,0,1306.53,13.0653,1,136668,20400
151,20000,20000,20000, 60 months,16.29,489.45,D,D2,therapist,7 years,MORTGAGE,70000,n,debt_consolidation,Debt consolidation,AL,19.61,0,Oct-2002,1,8,0,18014,79.4,19,w,15863.81,15863.81,0,0,1,181802,22700
152,14400,14400,14400, 60 months,24.99,422.58,F,F4,DOT Sales Representative ,8 years,RENT,69000,n,debt_consolidation,Debt consolidation,AL,13.1,1,Oct-2002,2,21,0,10625,56.5,40,w,13760.42,13760.42,0,0,1,146744,18800
153,10000,10000,10000, 36 months,11.67,330.57,B,B4,,n/a,MORTGAGE,65000,n,home_improvement,Home improvement,NY,7.64,1,Jul-1976,0,10,0,6779,72.1,16,w,6251.61,6251.61,0,0,1,6779,9400
154,10000,10000,10000, 36 months,8.19,314.25,A,A5,bartender,4 years,RENT,65000,n,debt_consolidation,Debt consolidation,CO,18.06,0,Sep-2002,0,10,1,9780,49.6,36,f,7199.74,7199.74,0,0,1,24158,19700
155,24575,24575,24575, 36 months,19.97,912.92,D,D5,letter carrier,10+ years,RENT,65193,n,debt_consolidation,Debt consolidation,CA,25.87,0,May-1993,2,17,0,28260,85.7,35,f,0,0,0,0,1,53286,34400
156,11200,11200,11200, 60 months,14.99,266.39,C,C5,teacher,8 years,MORTGAGE,60000,n,debt_consolidation,Debt consolidation,GA,10.56,0,Mar-2004,1,9,0,3344,33.8,23,w,0,0,0,0,1,18333,9900
157,30000,30000,30000, 60 months,23.4,852.63,E,E5,Sales Compensation Administration Manang,10+ years,MORTGAGE,83640,n,debt_consolidation,Get rid of bills,IL,24.51,0,Jun-1994,1,25,0,27019,79,55,f,21910.14,21910.14,0,0,1,198294,34200
158,10000,10000,10000, 36 months,17.76,360.33,D,D1,Processor,10+ years,RENT,47000,n,credit_card,creditcardrelief,CA,30.13,1,Apr-2000,0,16,0,7475,62.3,21,f,0,0,0,0,1,30086,12300
159,12675,12675,12650, 60 months,13.49,291.59,C,C2,CT Innovations,< 1 year,MORTGAGE,230000,n,debt_consolidation,Debt Consolidation,CT,16.76,0,Jun-1991,0,18,0,120206,80.8,33,f,0,0,0,0,1,,
160,6000,6000,6000, 36 months,16.29,211.81,D,D2,baker,9 years,RENT,30800,n,other,Other,CA,31.76,0,May-2002,1,7,0,2253,43.3,22,f,4313.43,4313.43,0,0,1,30330,5200
161,10000,10000,9750, 36 months,13.67,340.18,B,B5,IRS,10+ years,MORTGAGE,112000,n,debt_consolidation,Credit card loan,NY,25.3,1,Oct-1989,0,22,0,17963,77.5,32,f,0,0,0,0,1,,
162,10000,10000,10000, 36 months,17.56,359.33,D,D1,PerMar Security,6 years,MORTGAGE,65000,n,credit_card,The Money,IL,8.44,0,Feb-1972,2,13,1,5549,33.2,35,w,3319.87,3319.87,0,0,1,11545,16700
163,15000,15000,15000, 36 months,15.61,524.48,C,C4,motor hand,8 years,MORTGAGE,90000,n,credit_card,Credit card refinancing,TX,30.92,1,May-2004,2,15,0,14952,39.1,29,w,0,0,0,0,1,171062,38200
164,12000,12000,11975, 36 months,8.9,381.04,A,A5,Palliative Care Counselor,< 1 year,MORTGAGE,65000,n,credit_card,Credit card refinancing,IL,20.75,0,Sep-2001,2,15,0,9129,51.9,25,f,0,0,0,0,1,183604,17600
165,6000,6000,6000, 36 months,8.9,190.52,A,A5,Washington Sate Insurance Commissioners ,5 years,MORTGAGE,75000,n,house,Home improvement,WA,16.59,0,Jul-2002,1,9,0,11134,83.5,17,f,0,0,0,0,1,,
166,10000,10000,10000, 36 months,17.57,359.38,D,D2,MGR,10+ years,MORTGAGE,55000,n,debt_consolidation,Debt consolidation,AZ,34.13,0,Dec-1998,3,27,0,21739,44.5,34,f,5650.2,5650.2,0,0,1,45204,48800
167,4000,4000,4000, 36 months,12.49,133.8,B,B5,EMS TECH,1 year,RENT,30720,n,credit_card,Credit card refinancing,CA,17.5,0,Sep-2010,0,6,0,3783,75.7,8,f,2755.26,2755.26,0,0,1,6533,5000
168,7200,7200,7200, 36 months,12.99,242.57,B,B4,optometrist,5 years,MORTGAGE,83000,n,debt_consolidation,one,CA,25.07,0,Dec-1993,2,10,1,5450,30.4,30,f,0,0,0,0,1,139220,17900
169,31300,31300,31200, 36 months,14.33,1074.79,C,C1,Industrial pump & balance inc.,10+ years,RENT,70000,n,credit_card,Credit card payoff,NY,21.64,0,Aug-2000,0,18,1,23228,46.7,25,f,0,0,0,0,1,44771,49700
170,2800,2800,2800, 36 months,16.29,98.85,D,D2,nursing manager,2 years,MORTGAGE,62400,n,home_improvement,Home improvement,AL,31.4,0,Sep-2006,0,13,1,10968,65.7,32,w,0,0,490,88.2,1,39224,16700
171,7000,7000,713.6569861, 36 months,15.38,243.97,E,E4,NMDP,5 years,MORTGAGE,71000,n,credit_card,Refinance my Sears Card,MN,23.54,3,Feb-1994,1,12,0,9371,50.1,44,f,0,0,0,0,1,,
172,11000,11000,11000, 36 months,11.53,362.9,B,B5,Systems Engineer,8 years,RENT,85000,n,debt_consolidation,Debt consolidation,NY,25.64,0,Sep-2004,0,9,0,7706,52.8,18,f,9689.01,9689.01,0,0,1,75256,14600
173,10000,10000,10000, 36 months,18.24,362.73,D,D5,SR BUSINESS CONSULTANT,2 years,RENT,143340,n,major_purchase,Major purchase,CA,5.41,1,Oct-1979,6,7,2,3090,27.6,15,w,6215.29,6215.29,0,0,1,21847,8000
174,35000,35000,34975, 36 months,13.35,1185.2,C,C2,Managing Broker,4 years,MORTGAGE,142000,n,home_improvement,Home improvement,CA,6.13,1,Jul-1996,3,8,0,5137,17.4,28,f,26942.23,26922.99,0,0,1,32176,29600
175,8400,8400,8400, 36 months,10.15,271.64,B,B2,Customer service analyst,< 1 year,MORTGAGE,33000,n,debt_consolidation,Debt consolidation,AZ,28.47,0,Mar-2001,1,9,0,9588,43.8,20,w,0,0,0,0,1,34413,21900
176,5400,5400,5400, 36 months,6.03,164.36,A,A1,Bon Homme County,6 years,OWN,28000,n,credit_card,Credit card refinancing,SD,4.16,0,Nov-1992,0,9,0,4224,10.3,17,f,0,0,0,0,1,,
177,7000,7000,7000, 36 months,12.59,234.48,C,C2,,n/a,RENT,33264,n,debt_consolidation,Debt consolidation,FL,23.87,1,Jun-1988,1,7,0,2836,64.5,11,w,6838.96,6838.96,0,0,1,122110,4400
178,20000,20000,20000, 60 months,12.99,454.96,C,C2,Loss Control speacialist,10+ years,RENT,75000,n,debt_consolidation,Debt consolidation,NY,29.4,0,Nov-1996,0,18,1,24729,70.1,30,w,17758.55,17758.55,0,0,1,51609,35300
179,15000,15000,14950, 36 months,10.99,491.01,B,B2,MRI TECHNOLOGIST,10+ years,RENT,76000,n,debt_consolidation,Debt consolidation,CA,25.09,0,Jul-2000,0,9,0,14688,66.8,37,f,0,0,0,0,1,84262,22000
180,12000,12000,12000, 60 months,20.99,324.58,E,E4,e5,5 years,RENT,45000,n,debt_consolidation,Debt consolidation,VA,27.09,0,Sep-2006,2,9,0,10857,26.6,24,w,0,0,0,0,1,43841,40800
181,15000,15000,15000, 60 months,15.88,363.82,C,C4,allied barton,3 years,OWN,40000,n,credit_card,credit card consolidation,FL,20.31,0,Dec-1985,0,7,1,12221,85.5,11,f,0,0,1721.86,309.9348,1,26705,14300
182,25000,25000,25000, 60 months,16.77,618.23,E,E2,American Appraisal,10+ years,RENT,70000,n,debt_consolidation,Debt Consolidation,PA,22.15,0,Dec-1975,1,10,0,29151,43.6,31,f,0,0,5069.94,912.5892,1,,
183,2525,2525,2525, 36 months,15.31,87.92,C,C4,Teacher,5 years,RENT,35000,n,debt_consolidation,Debt consolidation,VA,30.52,0,Sep-2005,0,14,0,12478,57.8,23,w,1264.94,1264.94,0,0,1,43644,21600
184,35000,35000,35000, 36 months,17.57,1257.8,D,D2,Teacher,10+ years,MORTGAGE,90000,n,debt_consolidation,Debt consolidation,OH,25,0,Oct-1985,2,21,0,29688,71.7,53,f,0,0,5330.56,959.5008,1,156897,41400
185,30000,30000,30000, 60 months,18.25,765.89,E,E1,Grants Officer,10+ years,MORTGAGE,102932,n,debt_consolidation,Debt consolidation,MD,23.4,1,Oct-1994,0,12,0,11403,60.5,35,w,29056.89,29056.89,0,0,1,360093,17900
186,10000,10000,10000, 60 months,17.1,249.07,C,C5,Senior Analyst,10+ years,MORTGAGE,56000,n,debt_consolidation,Consolidate,MI,18.05,0,Feb-2004,1,13,0,3093,55.2,24,w,6674.45,6674.45,0,0,1,188194,5600
187,10000,10000,10000, 60 months,13.33,229.23,C,C3,Customer Service Representative ,8 years,OWN,23000,n,debt_consolidation,Debt consolidation,NJ,13.83,0,Jul-2006,0,6,0,5471,72,10,w,8625.74,8625.74,0,0,1,8075,7600
188,13000,13000,13000, 36 months,13.98,444.19,C,C3,Printer,2 years,MORTGAGE,57000,n,debt_consolidation,Debt consolidation,MD,10.55,2,Aug-1992,0,9,0,5173,65.5,29,f,0,0,0,0,1,11838,7900
189,10000,10000,10000, 60 months,23.4,284.21,E,E5,Operations Dispatcher,10+ years,RENT,47000,n,debt_consolidation,Debt Beater ,CA,22.91,0,Nov-1996,1,7,0,4865,81.1,13,f,7442.2,7442.2,0,0,1,55396,6000
190,10050,10050,10050, 36 months,13.05,338.87,B,B5,Wolverine Services,< 1 year,MORTGAGE,54240,n,debt_consolidation,Debt,CA,16.22,0,Dec-2004,0,17,0,8444,47.2,28,f,0,0,0,0,1,161591,17900
191,28000,28000,27975, 60 months,13.99,651.37,C,C4,Business Development Manager,< 1 year,MORTGAGE,93500,n,credit_card,Credit card refinancing,AZ,21.15,0,Sep-2003,0,11,0,36244,84.7,37,f,27013.78,26989.66,0,0,1,351972,42800
192,8000,8000,7925, 36 months,8.9,254.03,A,A5,Union Bank,2 years,MORTGAGE,60000,n,debt_consolidation,Debt consolidation,CA,2.24,0,Jan-2003,0,7,0,7344,30.2,21,f,0,0,0,0,1,189975,24300
193,22000,22000,22000, 36 months,19.2,808.66,D,D3,PeaceHealth,10+ years,RENT,62000,n,debt_consolidation,Credit card consolidation,OR,18.72,0,Aug-1992,0,9,0,14553,85.1,19,f,0,0,0,0,1,38254,17100
194,19200,19200,19200, 36 months,15.61,671.33,D,D1,Farmer,7 years,MORTGAGE,48000,n,debt_consolidation,Debt consolidation,IN,26.1,1,Nov-1999,3,9,0,15391,66.2,28,f,11762.78,11762.78,0,0,1,23896,24300
195,15000,15000,15000, 60 months,14.65,354.1,C,C5,Revision Consultant,10+ years,MORTGAGE,55000,n,debt_consolidation,Debt consolidation,MA,12.26,2,May-2004,0,14,0,17879,72.7,22,w,14124,14124,0,0,1,187908,24600
196,35000,35000,34950, 60 months,18.55,899.28,D,D2,Forester,10+ years,MORTGAGE,85000,n,debt_consolidation,Debt Consolidation,TN,18.98,0,May-2000,0,13,0,32672,83.8,25,f,0,0,0,0,1,268615,39000
197,12700,12700,12700, 60 months,14.91,301.54,D,D2,Trainor Glass Company,4 years,MORTGAGE,50000,n,small_business,Pay credit card debt,IL,24.79,1,May-2001,0,15,0,16662,38.8,44,f,0,0,394.22,4.32,1,,
198,11200,11200,11200, 60 months,12.99,254.78,B,B5,Global Enterprise Advisor,10+ years,RENT,53700,n,debt_consolidation,Debt consolidation,GA,4.51,0,Sep-2006,0,7,1,6442,45.7,7,f,7902.81,7902.81,0,0,1,6442,14100
199,20000,20000,20000, 36 months,13.98,683.36,C,C3,Admissions,9 years,MORTGAGE,78000,n,debt_consolidation,Debt consolidation,TN,18.49,2,Jul-2009,0,15,0,9624,46.7,16,w,12664.89,12664.89,0,0,1,20290,20600
200,25000,25000,25000, 60 months,21.99,690.34,E,E4,tool kepper,10+ years,MORTGAGE,60000,n,debt_consolidation,Debt consolidation,VA,21.78,0,Jan-1993,4,14,0,36549,64.7,21,w,19778.83,19778.83,0,0,1,167840,56500
201,16200,16200,16200, 60 months,17.57,407.6,D,D4,Distribution Manager,1 year,MORTGAGE,40000,n,debt_consolidation,Debt consolidation,TN,28.41,0,May-1995,5,16,1,7342,43,40,w,12719.46,12719.46,0,0,1,176569,17100
202,10000,10000,10000, 36 months,10.15,323.38,B,B2,HR Assistant,5 years,OWN,29744,n,credit_card,Credit card refinancing,OK,29.42,0,Jun-1995,0,8,0,11496,68,18,f,6197.99,6197.99,0,0,1,32183,16900
203,12000,12000,11950, 36 months,13.11,404.97,B,B4,Ernst & Young,2 years,RENT,60000,n,credit_card,Credit Card,CA,10.8,0,Dec-2005,0,13,0,11460,89.5,23,f,0,0,0,0,1,29675,12800
204,18500,18500,18450, 60 months,10.64,398.93,B,B2,USAF,10+ years,MORTGAGE,85000,n,debt_consolidation,Debt Consolidation,CA,8.64,0,Feb-1994,0,7,0,9935,52.3,26,f,0,0,0,0,1,226268,19000
205,8000,8000,8000, 36 months,19.05,293.46,D,D4,ON-SITE.COM,5 years,RENT,38000,n,medical,Medical expenses,CA,31.86,0,Jun-2001,0,7,0,11421,88.4,18,w,0,0,1041.77,187.5186,1,33595,12916
206,15000,15000,15000, 60 months,17.86,379.76,D,D5,QIDP,4 years,OWN,34899,n,credit_card,Credit card refinancing,NY,25.34,0,Sep-2005,0,22,0,15980,55.7,40,w,14193.81,14193.81,0,0,1,183452,28700
207,28000,28000,28000, 36 months,7.69,873.42,A,A4,,n/a,MORTGAGE,85000,n,debt_consolidation,Debt consolidation,AZ,5.1,1,Aug-1997,0,5,0,6603,47.2,33,w,0,0,0,0,1,174812,14000
208,24000,24000,24000, 60 months,13.98,558.19,C,C3,inside sales,1 year,MORTGAGE,60000,n,debt_consolidation,Debt consolidation,OH,9.36,0,Mar-1995,0,14,0,7924,22.5,47,w,17766.22,17766.22,0,0,1,128465,35200
209,10000,10000,10000, 36 months,7.9,312.91,A,A4,manager,10+ years,RENT,48000,n,credit_card,Credit card refinancing,NY,5.78,0,Dec-2003,0,11,0,6602,19.6,26,w,3309.56,3309.56,0,0,1,6602,33700
210,16200,16200,16200, 36 months,15.61,566.43,D,D1,Manager,4 years,RENT,48000,n,credit_card,Credit card refinancing,NY,21.2,0,Dec-2003,1,14,0,10936,49.7,33,f,0,0,0,0,1,35827,22000
211,20125,20125,20125, 36 months,14.47,692.43,C,C2,Area Manager,< 1 year,RENT,45000,n,debt_consolidation,pay off credit cards,CA,30.61,0,Jul-1993,0,17,0,22840,45.6,43,w,7692.86,7692.86,0,0,1,39884,50100
212,24000,24000,23975, 36 months,6.62,736.89,A,A2,United States Postal Service,10+ years,MORTGAGE,100000,n,home_improvement,remodel my backyard,TX,15.44,0,Mar-1996,1,23,0,16382,31.7,51,f,0,0,0,0,1,144421,51700
213,15000,15000,15000, 60 months,15.59,361.52,D,D1,Office Manager ,1 year,MORTGAGE,40000,n,debt_consolidation,Debt consolidation,UT,24.94,0,Apr-1998,0,11,0,13503,47,24,f,12851,12851,0,0,1,113548,28700
214,28000,28000,28000, 60 months,15.61,675.12,D,D1,Vice President,< 1 year,MORTGAGE,120000,n,credit_card,Credit card refinancing,NY,12.59,1,Sep-2004,0,11,0,14988,71.4,14,w,25396.68,25396.68,0,0,1,331783,21000
215,10000,10000,10000, 36 months,17.57,359.38,D,D4,R.N.,3 years,MORTGAGE,72000,n,house,Home buying,TX,17.3,0,Aug-1993,0,10,0,20281,72.2,26,f,0,0,0,0,1,29317,28100
216,11775,11775,11775, 36 months,22.15,450.61,E,E5,Warehouse manager,8 years,RENT,65000,n,debt_consolidation,Debt consolidation,CA,13.59,0,Jun-2003,0,6,0,2990,76.7,14,f,0,0,0,0,1,17063,3900
217,35000,35000,35000, 60 months,12.69,790.82,C,C2,Rn,8 years,RENT,130000,n,debt_consolidation,Debt consolidation,NV,10.49,1,Sep-1992,0,14,0,12674,25,36,f,31049.57,31049.57,0,0,1,66928,50700
218,8000,8000,8000, 36 months,10.99,261.88,B,B2,IT Support Tech,7 years,MORTGAGE,65000,n,credit_card,Credit card refinancing,GA,17.67,0,Aug-1996,0,7,0,7330,78,15,w,0,0,0,0,1,35170,9400
219,16000,16000,16000, 60 months,13.68,369.65,C,C1,JP Morgan Chase,8 years,MORTGAGE,55000,n,debt_consolidation,Payoff Credit,FL,11.83,0,Jul-2000,0,10,0,19382,58.7,17,f,9867.33,9867.33,0,0,1,61844,33000
220,26550,26550,26550, 60 months,25.89,793.2,G,G3,Operations Manager,7 years,RENT,83000,n,debt_consolidation,Debt consolidation,CA,21.7,0,Oct-2003,1,12,0,28299,67.5,16,w,24386.47,24386.47,0,0,1,57813,41900
221,10000,10000,9925, 36 months,17.77,360.38,D,D1,Barclays Bank Delaware,8 years,MORTGAGE,65000,n,debt_consolidation,Debt Consolidation,DE,8.1,0,Apr-1996,4,9,0,16585,76.1,18,f,0,0,0,0,1,112177,21800
222,13600,13600,13350, 60 months,11.49,299.04,B,B4,California Steel and Tube ,10+ years,MORTGAGE,95000,n,debt_consolidation,Debt consolidation,CA,21.73,0,May-1988,0,16,0,31849,40.3,44,f,0,0,0,0,1,,
223,18000,18000,18000, 60 months,15.61,434.01,D,D1,Supervisor,10+ years,RENT,66400,n,debt_consolidation,Debt consolidation,CA,32.46,1,Oct-1998,0,17,1,4859,27.3,30,w,16761.16,16761.16,0,0,1,63327,17800
224,18150,18150,18150, 36 months,17.14,648.37,D,D4,Shipping/Receiving Coordinator,< 1 year,MORTGAGE,47000,n,home_improvement,Home improvement,CO,4.95,0,Oct-2001,4,13,0,268,1.2,28,w,13458.81,13458.81,0,0,1,220958,21900
225,28000,28000,28000, 36 months,8.39,882.47,A,A5,Doctor of Physical Therapy,1 year,OWN,68000,n,credit_card,Credit card refinancing,KY,25.96,0,Dec-1999,1,13,0,29521,79.8,71,f,18688.59,18688.59,0,0,1,141820,37007
226,11200,11200,11200, 36 months,8.39,352.99,A,A5,Nurse,10+ years,MORTGAGE,50000,n,credit_card,Credit card refinancing,FL,19.66,0,Nov-1997,0,8,0,21350,51.6,15,f,6566.91,6566.91,0,0,1,45993,41400
227,12000,12000,12000, 60 months,14.99,285.42,C,C5,Distribution Supervisor,10+ years,MORTGAGE,65000,n,debt_consolidation,Debt consolidation,WI,10.03,0,Dec-2002,2,8,1,3864,43.9,31,w,0,0,0,0,1,129016,8800
228,5600,5600,5600, 36 months,15.61,195.81,D,D1,Account Executive,< 1 year,RENT,45000,n,debt_consolidation,Debt consolidation,NJ,21.01,0,Aug-1995,3,9,1,3089,58.1,12,f,0,0,0,0,1,20068,5400
229,10000,10000,10000, 60 months,13.99,232.64,C,C4,TAX CONSULTANT,3 years,MORTGAGE,75000,n,credit_card,Credit card refinancing,IL,9.36,0,Jun-2006,2,19,0,7305,54.1,36,w,0,0,0,0,1,295248,13500
230,14975,14975,14975, 60 months,24.99,439.45,F,F4,Heavy Wheel Mechanic,4 years,RENT,50076,n,debt_consolidation,Debt consolidation,FL,39.86,0,Dec-2009,0,10,0,26874,67.4,18,w,0,0,2696.84,485.4312,1,65497,39900
